product_id,product_name,manufacturer,price,number_available_in_stock,number_of_reviews,average_review_rating,product_information,product_description,customer_reviews,subcategory_1,subcategory_2,subcategory_3,subcategory_4,category
1e61f91c3670f325ce7ce5f1bc7e0dc5,NOCH 15038 H0 Figures storage worker,Noch,13.41,7,1,4.0,"Technical Details Item Weight9 g Product Dimensions10 x 6.8 x 1.4 cm Manufacturer recommended age:14 years and up Item model number15038 Number of Puzzle Pieces1 Scaleho Track Width/GaugeHO Batteries Required?No Batteries Included?No    Additional Information ASINB000Q2PXVI Best Sellers Rank 248,208 in Toys & Games (See top 100) #196 in Toys & Games > Model Trains & Railway Sets > Accessories > Figures & Decoration Parts > Figures #27370 in Toys & Games > Figures & Playsets Shipping Weight9 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available29 Sept. 2009    Feedback  Would you like to update product info or give feedback on images?",Noch Warehouse Men,"Four Stars // 4.0 // 31 Oct. 2015 // By
    
    R Douglas
  
 on 31 Oct. 2015 // Good would buy again",Model Trains & Railway Sets,Accessories,Figures & Decoration Parts,Figures,Hobbies
de11b405fd7b41eabdd7b7ac2eb49ad2,"Ayumi Be You Doll / Plush / Soft Toy ""LOVE"" 38 cm with Glitter Trailer by Nici",Ayumi,22.40,7,2,5.0,"Technical Details Item Weight118 g Product Dimensions37.8 x 24.2 x 12 cm Manufacturer recommended age:3 years and up Item model number37053 Main Language(s)Italian manual, German manual, French manual, English manual, Spanish manual, Italian Batteries Included?No    Additional Information ASINB00JXK3RE4 Best Sellers Rank 259,260 in Toys & Games (See top 100) #19764 in Toys & Games > Soft Toys Shipping Weight118 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available11 Jun. 2014    Feedback  Would you like to update product info or give feedback on images?","The world of the AYUMIS - Incredibly, Individually and with special abilities. The name AYUMI has his origin in the Japanese and means ""you goes her way"". With your glittering eyes AYUMIS look till your soul. They listen to you and always stand by you. As well as you, every AYUMI is unique and has a special ability. Secret [HIMITSU] feels how it goes for you and always stands by you. She is mysterious and profound. She rests in herself and is receptive to moods. She feels how it goes for you. She knows exactly in which state of mind you just are and always stands by you. LOVE lends [OW] you courage to stand to yourself. She is courageous and self-confidently NO says you also sometimes if to her is disagreeable a little bit. She feels if you are unsafe and lends you courage to stand to yourself and to represent your own opinion. FUN [TANOSHIMA] provides for the fact that you will always have fun. She is crazy funnily and a little bit. She has no prejudices and accepts you as well as you are. She brings magic and imagination in your soul. HOPE [KIBOU] helps you to find your own way. She is steadfast and patient. She is wise like an angel. Tell her your wishes and dreams.","Cute little character // 5.0 // 1 Dec. 2014 // By
    
    Sarah
  
 on 1 Dec. 2014 // Pretty pink with sparkly eyes, nice size, really soft and plush. | Five Stars // 5.0 // 25 Jan. 2015 // By
    
    kasia
  
 on 25 Jan. 2015 // so cute",others,,,,others
e62b18edf608b477d377d32db843674c,"Wooden Thomas & Friends: Railway 3.5"" Single Curved Switch Track",Learning Curve,,3,3,4.7,"Technical Details Item Weight100 g Product Dimensions17 x 3.6 x 11.6 cm Manufacturer recommended age:3 years and up Item model numberLC99910 Manufacturer's Suggested Maximum Weight43.5 Kilograms Educational Objective(s)Play Number of Puzzle Pieces2 Assembly RequiredNo Track Width/Gauge1 Batteries Required?No Batteries Included?No Radio Control SuitabilityIndoor    Additional Information ASINB0002HZ8AI Best Sellers Rank 312,362 in Toys & Games (See top 100) Shipping Weight113 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available1 Jan. 2002    Feedback  Would you like to update product info or give feedback on images?","Product Description For changing tracks and cornering curves, the 3.5"" Single Curve Switch Track never comes up short. Works with Brio and other similar-gauge wooden railway systems. Manufacturer's Description For changing tracks and cornering curves, the 3 ½ Single Curve Switch Track never comes up short. Works with Brio and other similar-gauge wooden railway systems. Thomas and Friends Wooden Railway brings the beloved stories of Thomas the Tank Engine and his world to life, providing little engineers with a rich world to discover. Featuring real wooden construction the Thomas and Friends system is designed to grow with your child's increasing ability and creativity.","Wooden Thomas & Friends - Railway 3.5"" Singled Curved Switch Track // 5.0 // 1 Jan. 2010 // By
    
    Julie Williams
  
 on 1 Jan. 2010 // My little girl had the train set for christmas and we were left with some extra tracks so I decided to buy the 3.5"" singled curved switch track to link them together so now she has a new track.  I received this item very quickly even considering it was the christmas period.  All in all, really pleased with the purchase and so is my daughter who is 2 yrs old. Also, good communcation with the seller. | Look nice, works well // 5.0 // 8 April 2015 // By
    ",Thomas & Friends,Train Play,Wooden Thomas,,Characters & Brands
e7996d12c2cb0d01e341bc1e54c88c7d,Marvel Super Hero Mashers Hulk vs. Loki Mash Pack,Marvel,29.99,10,6,4.8,"Technical Details Item Weight735 g Product Dimensions6.7 x 35.6 x 25.4 cm Manufacturer recommended age:4 - 4 years Item model numberA8897000 Main Language(s)English Assembly RequiredNo Batteries Required?No Batteries Included?No    Additional Information ASINB00IK7OKXI Best Sellers Rank 96,672 in Toys & Games (See top 100) #6547 in Toys & Games > Soft Toys Shipping Weight735 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available28 Jun. 2014    Feedback  Would you like to update product info or give feedback on images?","Customize for the ultimate mash-up duel with this awesome Mash Pack! Your Loki figure looks just like the mischievous supervillain and your Hulk figure has the muscles of the gamma-green superhero. He's also armed with a launching gamma missile! But you can make both of them even more powerful by mixing up their parts! All their parts are removable, so you can swap them between each other or other Super Hero Mashers figures (sold separately) to give each figure new powers. Your customized superhero adventures will be a mash-up of awesome with the Hulk Vs. Loki Mash Pack!","and lots of fun. We've had hours of fun swapping pieces around // 4.0 // 4 Dec. 2014 // By
    
    Hayley Richards
  
 on 4 Dec. 2014 // My daughter is getting quite a collection of Mashers, and this set is her most recent acquisition. As with all of her other Mashers they are well made and hard wearing, and lots of fun.We've had hours of fun swapping pieces around.Negatives? Loki's horns keep falling off, which is very irritating.The Hulk and Loki are very different sizes, so their accessories aren't as interchangeable as some other Mashers. They fit, but tend to fall off or just don't look ",Hasbro,,,,Characters & Brands
902f13fc6b95f6f593d128d79db0f13c,Star Wars Force FX Lightsaber (Darth Vader Red),Master Replicas LLC.,279.00,2,8,4.4,"Technical Details Item Weight1.6 Kg Product Dimensions114.5 x 10.5 x 8 cm Batteries:3 AA batteries required. Manufacturer recommended age:12 years and up Item model numberSW-218 Assembly RequiredNo Batteries Required?Yes Batteries Included?No    Additional Information ASINB000NVLE3I Best Sellers Rank 101,390 in Toys & Games (See top 100) #3425 in Toys & Games > Figures & Playsets > Science Fiction & Fantasy Shipping Weight1.6 Kg Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available3 July 2007    Feedback  Would you like to update product info or give feedback on images?","Star Wars Darth Vader Force FX Red Lightsaber Detail & Feature A true recreation of the most awesome weapon in Science Fiction Made from the highest quality materials and created with using the LucasFilm archival information, its just like the real thing The perfect gift for any Star Wars fan anywhere, many people consider the FX Lightsaber, the coolest toy ever made.","WOnderful Item // 5.0 // 20 April 2013 // By
    
    Natalie V. Galasso
  
 on 20 April 2013 // if(ue) {
    ue.count(""reviewsCustomerAiryVideoUninitialized"", 0);
  }

  if (typeof P !== ""undefined"") {
    P.when('Airy').execute(function(Airy) {
      Airy.embed({""installFlashButtonText"":""Install Flash Player"",""contentTitle"":null,""autoplayCutOffTimeSeconds"":null,""ageGate"":{""monthNames"":[""January"",""February"",""March"",""April"",""May"",""June"",""July"",""August"",""September"",""October"",""November"",""December""],""deniedPrompt"":""We are sorry. You are not old enough to watch this video."",""submitText"":""Submit"",""",Star Wars,Toys,,,Characters & Brands
c1878953e6bff68af54094404acc4c8a,Top Cards Disney Frozen Whot!,Top Trumps,7.20,2,1,5.0,"Technical Details Manufacturer recommended age:8 - 12 years    Additional Information ASINB013PWXROU Best Sellers Rank 103,388 in Toys & Games (See top 100) #2287 in Toys & Games > Games > Card Games Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available10 Aug. 2015    Feedback  Would you like to update product info or give feedback on images?",The classic card game Whot! gets a Frozen makeover! In Whot! Players have to match the shapes or numbers to get rid of their cards. Play with up to six people for fast-paced fun. Be prepared though – it's going to get hectic! This special edition features brilliant designs and characters from the hit Disney film. A great card game for ages eight and up.,"Disney cards Frozen Whot // 5.0 // 20 Nov. 2015 // By
    
    Mrs. A.M. Watts
  
 on 20 Nov. 2015 // This game is a great one and also being frozen brings it up to date very popular with my grandchildren",Disney,Toys,,,Characters & Brands
72a264d6e8beb1fc1b4a20aa19d108c7,Plush Shrek Ears Fancy Dress,ILOVEFANCYDRESS,2.99,3,33,4.3,Technical Details Manufacturer recommended age:3 years and up Manufacturer referenceHW244B    Additional Information ASINB000UXUSD6 Customer Reviews ,B000UXUSD6,"My favourite fashion accessory // 5.0 // 19 Oct. 2015 // By
    
    Amazon Customer
  
 on 19 Oct. 2015 // I find it quite hard sometimes to accesorise.Fashion hasn't always been my forte.With these shrek ears I feel invincible I feel like vogue will call me any minute.Any modelling queries contact me.Stay flawless xox | An excellent surprise // 4.0 // 18 Dec. 2012 // By
    
    Stephanie
  
 on 18 Dec. 2012 // This product came very quickly, as recorded delivery which I wasn't expecting. As a bonus the ears light up, which I was not aware of when I purchased these, so that was an excellent ",Costumes,Adults,,,Fancy Dress
5edbe15c994721fcf012c4f679f349dd,Monster High Shopper Bag,Trade Mark Collections,4.99,4,1,5.0,"Technical Details Manufacturer recommended age:3 years and up Item model numberMH001016    Additional Information ASINB00J0BVKA4 Best Sellers Rank 626,523 in Toys & Games (See top 100) #2584 in Luggage > Bags > Schoolbags & Backpacks > Bags Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available14 Mar. 2014    Feedback  Would you like to update product info or give feedback on images?",Monster High Shopper,"Great // 5.0 // 29 May 2014 // By
    
    Trisha Davis
  
 on 29 May 2014 // Awesome bag, good size",Schoolbags & Backpacks,Bags,,,Bags
240d68bde9dd4c5d7301001e2de69333,Loom Bandz - Rainbow Colours - White 600 Count,Loom Bands,1.19,2,518,4.5,"Technical Details Item Weight41 g Product Dimensions94 x 1 x 56 cm Manufacturer recommended age:6 years and up Colorwhite    Additional Information ASINB00EU7ECXA Best Sellers Rank 1,853 in Toys & Games (See top 100) #45 in Toys & Games > Arts & Crafts > Children's Craft Kits > Bead Art & Jewellery-Making Shipping Weight41 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available27 Aug. 2013    Feedback  Would you like to update product info or give feedback on images?",,"Very Disappointed // 1.0 // 19 July 2014 // By
    
    Emma Melissa Cox
  
 on 19 July 2014 // Was sent ""DIY colourful rubber bands"" when the picture & information clearly stated ""loom bands"" half are already broken & only just been opened. Very disappointed! | Delivery could be quicker // 4.0 // 31 May 2014 // By
    
    Amazon Customer
  
 on 31 May 2014 // I have purchased these bands in the hope to receive them maybe a day or two after purchasing.  Unfortunately it took over a fortnight to get here.  I contacted the seller and was told to wait another day or two and see if they arrived, ",Children's Craft Kits,Bead Art & Jewellery-Making,,,Arts & Crafts
8cdaf5c22e1b72afd55c33b46d2145c7,Beyblade Big Bang Pegasus 4D (Cosmic Pegasus) - Season 3 Beyblade Metal Fury 4D -,Takara Tomy,20.00,2,2,5.0,"Technical Details Item Weight100 g Product Dimensions14 x 14 x 5 cm Manufacturer recommended age:3 years and up Item model numberBB-105 Assembly RequiredNo Batteries Required?No Batteries Included?No    Additional Information ASINB005MXMXYQ Best Sellers Rank 123,348 in Toys & Games (See top 100) #2534 in Toys & Games > Figures & Playsets > Accessories #11406 in Toys & Games > Dressing Up > Accessories Shipping Weight118 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available5 Oct. 2012    Feedback  Would you like to update product info or give feedback on images?",- Beyblade Metal 4D - BB105 - Big Bang Pegasus,"present // 5.0 // 22 April 2014 // By
    
    ajs
  
 on 22 April 2014 // got this for my grandson apparently he is very pleased with it, i cannot give an opinion as i do not know anything about it | Five Stars // 5.0 // 13 Aug. 2015 // By
    
    Tanya Robinson
  
 on 13 Aug. 2015 // Great service - arrived ahead of time and to quality. Happy son!",Tomy,,,,Characters & Brands
